X--Trace 1::[DC Sweep: VOLTAGE],Y--Trace 1::[Id]
0.0018974662667981446,0.000028251076995519414
0.02106184395121226,0.000020599570509879234
0.04145118562999397,0.000026566996200218935
0.061461997662447476,0.000030345691883904012
0.08214443694932358,0.000010835730179144244
0.1023760579421352,0.000027157041363461143
0.12124865235750466,0.000020535739807993335
0.14156439104950036,0.00003135259883651764
0.1619077308615408,0.00002064393121103125
0.1823036442355712,0.000033883235819956445
0.20258521011227337,0.00003186282706874044
0.22283391751273166,0.000019648883588010978
0.24174068474339497,0.000025997000619659704
0.2620064785515,0.00003163273586812565
0.2823314176168439,0.00003822578737704974
0.3029047667625907,0.000025792466370866408
0.3232047333859893,0.000024178546675640565
0.34209704288710513,0.00003342609554333742
0.36239569517145376,0.0000256003709983188
0.3826785753872061,0.000025034338030777148
0.4029706559763062,0.00003795270573405674
0.42328508032925205,0.000033835806624993305
0.4422588788514522,0.000033480794502960266
0.4627244521951194,0.00001993148103956455
0.48287064114969735,0.000013476254695582446
0.5033099277123697,0.000008634556471653898
0.5237347565454944,0.00002479695069633747
0.5438454583457292,0.00002929088500061017
0.5624696426806959,0.000027555819569369255
0.5828957858528703,0.000029975246727809157
0.6032548977335082,0.000027468531989516264
0.6237927597249113,0.00002598437163161549
0.6440178090224744,0.00002287592961733864
0.6629561203903314,0.000017479830449229626
0.6833756918672574,0.000024653102161653617
0.7036822301859047,0.000027403743622411713
0.7240544854570397,0.000030322381011338438
0.7443899392347815,0.000018684356319609295
0.7632507045987037,0.000028707604373645613
0.7837491364186144,0.00001345825297458525
0.8040937905697048,0.00001847624833104522
0.824151918807949,0.00003906390504039292
0.8447108102241486,0.000020279459352856578
0.8648701425692239,0.00001964603755822969
0.883908343704862,0.000009282692292866824
0.9041570511053202,0.00002468826755687159
0.9245529644793509,0.000029998523722307712
0.944939677480033,0.000017992005802636156
0.9652725025796757,0.00001375299251995532
0.9840110344119707,0.000024766775108486794
0.994864743727225,0.0004357350026334639
1.0142032389382272,0.0005972648891266142
1.0356057771520468,0.0005076720123710965
1.056404979718889,0.000500771931796784
1.07466382166688,0.0006297234038377564
1.0933354722154343,0.0007716950065681294
1.1149920464911383,0.000704611162517299
1.1342987871944057,0.00045407362937663895
1.153637282405408,0.0007050404418036171
1.1757066652816759,0.00041460770990244813
1.1930446265053336,0.0005685695599263463
1.2132404934251984,0.0007050516181313027
1.2349923312241093,0.0005421986717521366
1.2547436350356755,0.0007678555037536672
1.2761779277572298,0.00048343662065215566
1.293293607426738,0.0005861605797882641
1.312886138699626,0.0006232674063803678
1.3331772691426982,0.0007598056400430986
1.353912962694068,0.0006474603035986793
1.3746804107531754,0.0004265317108156141
1.3955113678277526,0.00046436881836078305
1.4148181085310196,0.00046936535931711986
1.433267477525425,0.0005920408304213697
1.4553686149094274,0.0006178502403678232
1.4770569436928676,0.0005060666585027463
1.4960461393187772,0.0007184973831359853
1.5143049812667702,0.000882584790365315
1.5344055846634275,0.0006995930804912787
1.5519975819489693,0.0010517436391613622
1.572574502961663,0.0009456930288062049
1.591055626463803,0.0011226882158087426
1.6093779774272658,0.0010951625177707091
1.6253187403105551,0.0016028539888876647
1.6384651065131093,0.002207917100284007
1.654882187012433,0.0026168699949781437
1.668346098292343,0.0034776544319978344
1.703276056801543,0.005890689868638788
1.7149934701559928,0.007504269940848629
1.728838435528731,0.00895300745012233
1.7591957449239988,0.012433395400062653
1.77723230531784,0.014366925194343483
1.7913313067524639,0.016703793412324953
1.8068275065274542,0.018699708712918105
1.8373753429691368,0.023435520152774725
1.854395759115438,0.02584757713110235
1.8729721461407849,0.028624687697497396
